slug,ten,tinhSlug,tinhTen,diaDiem,dienTichHa,isPlanningOnly,hasDtm,hasDocs,source_url,retrieved_on
kcn-khanh-hoa,KCN Khánh Hòa,can-tho,Cần Thơ,Thị xã Vĩnh Châu,350,False,False,False,https://kcn-kkt.com/kcn/kcn-khanh-hoa,2026-09-10
kcn-long-thanh-can-tho,KCN Long Thạnh,can-tho,Cần Thơ,Huyện Phụng Hiệp,290,False,False,False,https://kcn-kkt.com/kcn/kcn-long-thanh-can-tho,2026-09-10
kcn-my-thanh,KCN Mỹ Thạnh,can-tho,Cần Thơ,Thị xã Vĩnh Châu,217,False,False,False,https://kcn-kkt.com/kcn/kcn-my-thanh,2026-09-10
kcn-nhon-nghia-a,KCN Nhơn Nghĩa A,can-tho,Cần Thơ,Huyện Châu Thành A,252,False,False,False,https://kcn-kkt.com/kcn/kcn-nhon-nghia-a,2026-09-10
kcn-phu-huu,KCN Phú Hữu,can-tho,Cần Thơ,Huyện Châu Thành,1100,False,False,False,https://kcn-kkt.com/kcn/kcn-phu-huu,2026-09-10
kcn-phu-tan-can-tho,KCN Phú Tân,can-tho,Cần Thơ,Huyện Châu Thành,890,False,False,False,https://kcn-kkt.com/kcn/kcn-phu-tan-can-tho,2026-09-10
kcn-song-hau-giai-doan-1,KCN Sông Hậu - Giai đoạn 1,can-tho,Cần Thơ,Huyện Châu Thành,291,False,True,True,https://kcn-kkt.com/kcn/kcn-song-hau-giai-doan-1,2026-09-10
kcn-song-hau-phan-khu-1,KCN Sông Hậu - Phân khu 1,can-tho,Cần Thơ,Huyện Kế Sách,121,False,False,False,https://kcn-kkt.com/kcn/kcn-song-hau-phan-khu-1,2026-09-10
kcn-song-hau-phan-khu-2,KCN Sông Hậu - Phân khu 2,can-tho,Cần Thơ,Huyện Kế Sách,165,False,False,False,https://kcn-kkt.com/kcn/kcn-song-hau-phan-khu-2,2026-09-10
kcn-song-hau-2,KCN Sông Hậu 2,can-tho,Cần Thơ,Huyện Châu Thành,430,False,False,False,https://kcn-kkt.com/kcn/kcn-song-hau-2,2026-09-10
kcn-song-hau-3-can-tho,KCN Sông Hậu 3,can-tho,Cần Thơ,"Phú Hữu, TT Mái Dầm; Châu Thành (Hậu Giang cũ)",300,True,False,False,https://kcn-kkt.com/kcn/kcn-song-hau-3-can-tho,2026-09-10
kcn-tan-binh-can-tho,KCN Tân Bình,can-tho,Cần Thơ,Huyện Phụng Hiệp,210,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-binh-can-tho,2026-09-10
kcn-tan-binh-ii,KCN Tân Bình II,can-tho,Cần Thơ,Huyện Phụng Hiệp,800,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-binh-ii,2026-09-10
kcn-tan-binh-iii,KCN Tân Bình III,can-tho,Cần Thơ,Huyện Phụng Hiệp,1000,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-binh-iii,2026-09-10
kcn-tan-hoa,KCN Tân Hòa,can-tho,Cần Thơ,Huyện Châu Thành A,205,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-hoa,2026-09-10
kcn-tan-phu-thanh-giai-doan-1,KCN Tân Phú Thanh - Giai đoạn 1,can-tho,Cần Thơ,Huyện Châu Thành A,201,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-phu-thanh-giai-doan-1,2026-09-10
kcn-tan-phu-thanh-2,KCN Tân Phú Thạnh 2,can-tho,Cần Thơ,Tân Phú Thạnh; Châu Thành A (Hậu Giang cũ),274,True,False,False,https://kcn-kkt.com/kcn/kcn-tan-phu-thanh-2,2026-09-10
kcn-tan-phuoc-hung,KCN Tân Phước Hưng,can-tho,Cần Thơ,Huyện Phụng Hiệp,1160,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-phuoc-hung,2026-09-10
kcn-tan-thanh,KCN Tân Thành,can-tho,Cần Thơ,Tân Thành; TP Ngã Bảy (Hậu Giang cũ),400,True,False,False,https://kcn-kkt.com/kcn/kcn-tan-thanh,2026-09-10
kcn-thot-not,KCN Thốt Nót,can-tho,Cần Thơ,Quận Thốt Nót,75,False,False,False,https://kcn-kkt.com/kcn/kcn-thot-not,2026-09-10
kcn-tra-noc-1,KCN Trà Nóc 1,can-tho,Cần Thơ,Quận Bình Thủy,135,False,False,False,https://kcn-kkt.com/kcn/kcn-tra-noc-1,2026-09-10
kcn-tra-noc-2,KCN Trà Nóc 2,can-tho,Cần Thơ,Quận Ô Môn,155,False,False,False,https://kcn-kkt.com/kcn/kcn-tra-noc-2,2026-09-10
kcn-tran-de,KCN Trần Đề,can-tho,Cần Thơ,Huyện Trần Đề,160,False,False,False,https://kcn-kkt.com/kcn/kcn-tran-de,2026-09-10
kcn-tran-de-2,KCN Trần Đề 2,can-tho,Cần Thơ,Huyện Trần Đề,700,False,False,False,https://kcn-kkt.com/kcn/kcn-tran-de-2,2026-09-10
kcn-vinh-thanh-giai-doan-1,KCN Vĩnh Thanh (giai đoạn 1),can-tho,Cần Thơ,Huyện Vĩnh Thanh,294,False,False,False,https://kcn-kkt.com/kcn/kcn-vinh-thanh-giai-doan-1,2026-09-10
kcn-vinh-thanh-giai-doan-2,KCN Vĩnh Thạnh (giai đoạn 2),can-tho,Cần Thơ,Huyện Vĩnh Thạnh,606,False,True,True,https://kcn-kkt.com/kcn/kcn-vinh-thanh-giai-doan-2,2026-09-10
kcn-vinh-thanh-2,KCN Vĩnh Thạnh 2,can-tho,Cần Thơ,Huyện Vĩnh Thạnh,519,False,False,False,https://kcn-kkt.com/kcn/kcn-vinh-thanh-2,2026-09-10
kcn-vinh-thanh-3,KCN Vĩnh Thạnh 3,can-tho,Cần Thơ,Huyện Vĩnh Thạnh,675,False,False,False,https://kcn-kkt.com/kcn/kcn-vinh-thanh-3,2026-09-10
kcn-vinh-thanh-4,KCN Vĩnh Thạnh 4,can-tho,Cần Thơ,Huyện Vĩnh Thạnh,815,False,False,False,https://kcn-kkt.com/kcn/kcn-vinh-thanh-4,2026-09-10
kcn-vinh-thanh-5,KCN Vĩnh Thạnh 5,can-tho,Cần Thơ,"Huyện Vĩnh Thạnh, huyện Cờ Đỏ, quận Thốt Nốt",2250,False,False,False,https://kcn-kkt.com/kcn/kcn-vinh-thanh-5,2026-09-10
kcn-vinh-vien,KCN Vĩnh Viễn,can-tho,Cần Thơ,Huyện Long Mỹ,1000,False,False,False,https://kcn-kkt.com/kcn/kcn-vinh-vien,2026-09-10
khu-cong-nghiep-do-thi-dich-vu-phu-my,Khu công nghiệp - đô thị - dịch vụ Phú Mỹ,can-tho,Cần Thơ,"Huyện Mỹ Xuyên, huyện Mỹ Tú, huyện Châu Thành và thành phố Sóc Trăng",1125,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-do-thi-dich-vu-phu-my,2026-09-10
khu-cong-nghiep-do-thi-dich-vu-tran-de,Khu công nghiệp - đô thị - dịch vụ Trần Đề,can-tho,Cần Thơ,Huyện Trần Đề,638,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-do-thi-dich-vu-tran-de,2026-09-10
kcn-bac-chu-lai,KCN Bắc Chu Lai,da-nang,Đà Nẵng,Huyện Núi Thành,342,False,False,False,https://kcn-kkt.com/kcn/kcn-bac-chu-lai,2026-09-10
kcn-bac-thang-binh-1,KCN Bắc Thăng Bình 1,da-nang,Đà Nẵng,"Các huyện: Quế Sơn, Thăng Bình",245,False,False,False,https://kcn-kkt.com/kcn/kcn-bac-thang-binh-1,2026-09-10
kcn-bac-thang-binh-2,KCN Bắc Thăng Bình 2,da-nang,Đà Nẵng,Huyện Thăng Bình,770,False,False,False,https://kcn-kkt.com/kcn/kcn-bac-thang-binh-2,2026-09-10
kcn-binh-lam-binh-lan,KCN Bình Lâm - Bình Lăn,da-nang,Đà Nẵng,"Các huyện: Hiệp Đức, Thăng Bình",490,False,False,False,https://kcn-kkt.com/kcn/kcn-binh-lam-binh-lan,2026-09-10
kcn-cang-hau-can-cang-tam-hiep,KCN căng - hậu cần căng Tam Hiệp,da-nang,Đà Nẵng,Huyện Núi Thành,260,False,False,False,https://kcn-kkt.com/kcn/kcn-cang-hau-can-cang-tam-hiep,2026-09-10
kcn-co-khi-o-to-chu-lai-truong-hai-mo-rong,KCN có khí ô tô Chu Lai - Trương Hải mở rộng,da-nang,Đà Nẵng,Huyện Núi Thành,115,False,False,False,https://kcn-kkt.com/kcn/kcn-co-khi-o-to-chu-lai-truong-hai-mo-rong,2026-09-10
kcn-cong-nghe-cao-2,KCN Công nghệ cao 2,da-nang,Đà Nẵng,Huyện Thăng Bình,300,False,False,False,https://kcn-kkt.com/kcn/kcn-cong-nghe-cao-2,2026-09-10
kcn-cong-nghe-cao-thang-binh,KCN công nghệ cao Thăng Bình,da-nang,Đà Nẵng,Huyện Thăng Bình,310,False,False,False,https://kcn-kkt.com/kcn/kcn-cong-nghe-cao-thang-binh,2026-09-10
kcn-co-khi-o-to-chu-lai-truong-hai,KCN cơ khí ô tô Chu Lai - Trường Hải,da-nang,Đà Nẵng,Huyện Núi Thành,243,False,False,False,https://kcn-kkt.com/kcn/kcn-co-khi-o-to-chu-lai-truong-hai,2026-09-10
kcn-da-nang,KCN Đà Nẵng,da-nang,Đà Nẵng,Quận Sơn Trà,50,False,False,False,https://kcn-kkt.com/kcn/kcn-da-nang,2026-09-10
kcn-dai-loc,KCN Đại Lộc,da-nang,Đà Nẵng,Huyện Đại Lộc,600,False,False,False,https://kcn-kkt.com/kcn/kcn-dai-loc,2026-09-10
kcn-dai-son,KCN Đại Sơn,da-nang,Đà Nẵng,Huyện Đại Lộc,300,False,False,False,https://kcn-kkt.com/kcn/kcn-dai-son,2026-09-10
kcn-dien-nam-dien-ngoc,KCN Điện Nam - Điện Ngọc,da-nang,Đà Nẵng,Thị xã Điện Bàn,357,False,False,False,https://kcn-kkt.com/kcn/kcn-dien-nam-dien-ngoc,2026-09-10
kcn-do-thi-dich-vu-dien-tien,KCN đô thị dịch vụ Điện Tiến,da-nang,Đà Nẵng,Thị xã Điện Bàn,400,False,False,False,https://kcn-kkt.com/kcn/kcn-do-thi-dich-vu-dien-tien,2026-09-10
kcn-dong-que-son,KCN Đông Quế Son,da-nang,Đà Nẵng,Huyện Quế Son,211,False,False,False,https://kcn-kkt.com/kcn/kcn-dong-que-son,2026-09-10
kcn-hoa-cam,KCN Hòa Câm,da-nang,Đà Nẵng,Quận Câm Lệ,150,False,False,False,https://kcn-kkt.com/kcn/kcn-hoa-cam,2026-09-10
kcn-hoa-cam-giai-doan-2,KCN Hòa Câm - giai đoạn 2,da-nang,Đà Nẵng,"Quận Câm Lệ, Huyện Hòa Vang",120,False,False,False,https://kcn-kkt.com/kcn/kcn-hoa-cam-giai-doan-2,2026-09-10
kcn-hoa-khanh,KCN Hòa Khánh,da-nang,Đà Nẵng,Quận Liên Chiểu,394,False,False,False,https://kcn-kkt.com/kcn/kcn-hoa-khanh,2026-09-10
kcn-hoa-khanh-mo-rong,KCN Hòa Khánh mở rộng,da-nang,Đà Nẵng,Quận Liên Chiểu,133,False,False,False,https://kcn-kkt.com/kcn/kcn-hoa-khanh-mo-rong,2026-09-10
kcn-hoa-nhon,KCN Hòa Nhơn,da-nang,Đà Nẵng,Huyện Hòa Vang,237,False,False,False,https://kcn-kkt.com/kcn/kcn-hoa-nhon,2026-09-10
kcn-hoa-ninh,KCN Hòa Ninh,da-nang,Đà Nẵng,Huyện Hòa Vang,400,False,True,True,https://kcn-kkt.com/kcn/kcn-hoa-ninh,2026-09-10
kcn-hoa-vang,KCN Hòa Vang,da-nang,Đà Nẵng,Huyện Hòa Vang,456,False,False,False,https://kcn-kkt.com/kcn/kcn-hoa-vang,2026-09-10
kcn-ho-tro-khu-cong-nghe-cao,KCN hỗ trợ Khu Công nghệ cao,da-nang,Đà Nẵng,Huyện Hòa Vang,58,False,False,False,https://kcn-kkt.com/kcn/kcn-ho-tro-khu-cong-nghe-cao,2026-09-10
kcn-khi-nang-luong-va-cac-nganh-cong-nghiep-su-dung-nang-luong-va-san-pham-sau-khi,KCN khí - năng lượng và các ngành công nghiệp sử dụng năng lượng và sản phẩm sau khí,da-nang,Đà Nẵng,Huyện Núi Thành,431,False,False,False,https://kcn-kkt.com/kcn/kcn-khi-nang-luong-va-cac-nganh-cong-nghiep-su-dung-nang-luong-va-san-pham-sau-khi,2026-09-10
kcn-lien-chieu,KCN Liên Chiểu,da-nang,Đà Nẵng,Quận Liên Chiểu,289,False,False,False,https://kcn-kkt.com/kcn/kcn-lien-chieu,2026-09-10
kcn-nam-thang-binh,KCN Nam Thăng Bình,da-nang,Đà Nẵng,Huyện Thăng Bình,655,False,False,False,https://kcn-kkt.com/kcn/kcn-nam-thang-binh,2026-09-10
kcn-phia-tay-cao-toc-doan-qua-huyen-thang-binh,KCN phía Tây cao tốc đoạn qua huyện Thăng Bình,da-nang,Đà Nẵng,Huyện Thăng Bình,400,False,False,False,https://kcn-kkt.com/kcn/kcn-phia-tay-cao-toc-doan-qua-huyen-thang-binh,2026-09-10
kcn-phu-xuan,KCN Phủ Xuân,da-nang,Đà Nẵng,Huyện Phủ Ninh,230,False,False,False,https://kcn-kkt.com/kcn/kcn-phu-xuan,2026-09-10
kcn-tam-anh-an-an-hoa,KCN Tam Anh - An Ấn Hoà,da-nang,Đà Nẵng,Huyện Núi Thành,436,False,False,False,https://kcn-kkt.com/kcn/kcn-tam-anh-an-an-hoa,2026-09-10
kcn-tam-anh-han-quoc,KCN Tam Anh - Hàn Quốc,da-nang,Đà Nẵng,Huyện Núi Thành,193,False,False,False,https://kcn-kkt.com/kcn/kcn-tam-anh-han-quoc,2026-09-10
kcn-tam-anh-1,KCN Tam Anh 1,da-nang,Đà Nẵng,Huyện Núi Thành,167,False,False,False,https://kcn-kkt.com/kcn/kcn-tam-anh-1,2026-09-10
kcn-tam-anh-3,KCN Tam Anh 3,da-nang,Đà Nẵng,Huyện Núi Thành,298,False,False,False,https://kcn-kkt.com/kcn/kcn-tam-anh-3,2026-09-10
kcn-tam-thang,KCN Tam Thăng,da-nang,Đà Nẵng,"Các huyện, thành phố: Tam Kỳ, Thăng Bình",197,False,False,False,https://kcn-kkt.com/kcn/kcn-tam-thang,2026-09-10
kcn-tam-thang-2,KCN Tam Thăng 2,da-nang,Đà Nẵng,"Các huyện, thành phố: Tam Kỳ, Thăng Bình",103,False,False,False,https://kcn-kkt.com/kcn/kcn-tam-thang-2,2026-09-10
kcn-tam-thang-mo-rong,KCN Tam Thăng mở rộng,da-nang,Đà Nẵng,Huyện Thăng Bình,242,False,False,False,https://kcn-kkt.com/kcn/kcn-tam-thang-mo-rong,2026-09-10
kcn-tam-thang-mo-rong-2,KCN Tam Thăng mở rộng 2,da-nang,Đà Nẵng,Huyện Thăng Bình,111,False,False,False,https://kcn-kkt.com/kcn/kcn-tam-thang-mo-rong-2,2026-09-10
kcn-tay-que-son,KCN Tây Quế Sơn,da-nang,Đà Nẵng,Huyện Quế Sơn,1200,False,False,False,https://kcn-kkt.com/kcn/kcn-tay-que-son,2026-09-10
kcn-thaco-chu-lai,KCN Thaco Chu Lai,da-nang,Đà Nẵng,Huyện Núi Thành,451,False,False,False,https://kcn-kkt.com/kcn/kcn-thaco-chu-lai,2026-09-10
kcn-thuan-yen,KCN Thuận Yên,da-nang,Đà Nẵng,Thành phố Tam Kỳ,108,False,False,False,https://kcn-kkt.com/kcn/kcn-thuan-yen,2026-09-10
khu-cong-nghiep-tam-thang-2,Khu công nghiệp Tam Thăng 2,da-nang,Đà Nẵng,Tỉnh Quảng Nam,103,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-tam-thang-2,2026-09-10
ea-h-leo,Ea H'leo,dak-lak,Đắk Lắk,Huyện Ea H'leo,400,False,False,False,https://kcn-kkt.com/kcn/ea-h-leo,2026-09-10
ea-kar,Ea Kar,dak-lak,Đắk Lắk,Huyện Ea Kar,480,False,False,False,https://kcn-kkt.com/kcn/ea-kar,2026-09-10
kcn-an-phu,KCN An Phú,dak-lak,Đắk Lắk,Thị xã Tuy Hòa,68,False,False,False,https://kcn-kkt.com/kcn/kcn-an-phu,2026-09-10
kcn-cong-nghe-cao,KCN công nghệ cao,dak-lak,Đắk Lắk,Thị xã Đông Hòa,252,False,False,False,https://kcn-kkt.com/kcn/kcn-cong-nghe-cao,2026-09-10
kcn-dong-bac-song-cau-khu-vuc-1,KCN Đông Bắc Sông câu khu vực 1,dak-lak,Đắk Lắk,Thị xã Sông Cầu,106,False,False,False,https://kcn-kkt.com/kcn/kcn-dong-bac-song-cau-khu-vuc-1,2026-09-10
kcn-dong-bac-song-cau-khu-vuc-2,KCN Đông Bắc Sông câu khu vực 2,dak-lak,Đắk Lắk,Thị xã Sông Cầu,82,False,False,False,https://kcn-kkt.com/kcn/kcn-dong-bac-song-cau-khu-vuc-2,2026-09-10
kcn-hau-can-san-bay,KCN hầu cần sân bay,dak-lak,Đắk Lắk,Thị xã Đông Hòa,354,False,False,False,https://kcn-kkt.com/kcn/kcn-hau-can-san-bay,2026-09-10
kcn-hoa-hiep-1,KCN Hòa Hiệp 1,dak-lak,Đắk Lắk,Thị xã Đông Hòa,101,False,False,False,https://kcn-kkt.com/kcn/kcn-hoa-hiep-1,2026-09-10
kcn-hoa-hiep-2,KCN Hòa Hiệp 2,dak-lak,Đắk Lắk,Thị xã Đông Hòa,73,False,False,False,https://kcn-kkt.com/kcn/kcn-hoa-hiep-2,2026-09-10
kcn-hoa-phu,KCN Hòa Phú,dak-lak,Đắk Lắk,Thành phố Buôn Ma Thuột,332,False,False,False,https://kcn-kkt.com/kcn/kcn-hoa-phu,2026-09-10
kcn-hoa-tam,KCN Hòa Tâm,dak-lak,Đắk Lắk,Thị xã Đông Hòa,500,False,False,False,https://kcn-kkt.com/kcn/kcn-hoa-tam,2026-09-10
kcn-hoa-tam-dak-lak,KCN Hòa Tâm,dak-lak,Đắk Lắk,Thị xã Đông Hòa,580,False,False,False,https://kcn-kkt.com/kcn/kcn-hoa-tam-dak-lak,2026-09-10
kcn-hoa-thanh,KCN Hòa Thành,dak-lak,Đắk Lắk,Thị xã Đông Hòa và Thành phố Tuy Hòa,100,False,False,False,https://kcn-kkt.com/kcn/kcn-hoa-thanh,2026-09-10
kcn-hoa-thanh-dak-lak,KCN Hòa Thành,dak-lak,Đắk Lắk,Thị xã Đông Hòa,372,False,False,False,https://kcn-kkt.com/kcn/kcn-hoa-thanh-dak-lak,2026-09-10
kcn-hoa-xuan-dong,KCN Hòa Xuân Đông,dak-lak,Đắk Lắk,Thị xã Đông Hòa,100,False,False,False,https://kcn-kkt.com/kcn/kcn-hoa-xuan-dong,2026-09-10
kcn-hoa-xuan-dong-dak-lak,KCN Hòa Xuân Đông,dak-lak,Đắk Lắk,Thị xã Đông Hòa,320,False,False,False,https://kcn-kkt.com/kcn/kcn-hoa-xuan-dong-dak-lak,2026-09-10
kcn-hoa-xuan-tay,KCN Hòa Xuân Tây,dak-lak,Đắk Lắk,Thị xã Đông Hòa,67,False,False,False,https://kcn-kkt.com/kcn/kcn-hoa-xuan-tay,2026-09-10
kcn-hoa-xuan-tay-dak-lak,KCN Hòa Xuân Tây,dak-lak,Đắk Lắk,Thị xã Đông Hòa,387,False,False,False,https://kcn-kkt.com/kcn/kcn-hoa-xuan-tay-dak-lak,2026-09-10
kcn-phu-xuan-dak-lak,KCN Phú Xuân,dak-lak,Đắk Lắk,Huyện Cư M'gar,326,False,False,False,https://kcn-kkt.com/kcn/kcn-phu-xuan-dak-lak,2026-09-10
m-drak,M'Đrắk,dak-lak,Đắk Lắk,Huyện M'Đrắk,300,False,False,False,https://kcn-kkt.com/kcn/m-drak,2026-09-10
kcn-tay-bac,KCN Tây Bắc,dien-bien,Điện Biên,Huyện Điện Biên,55,False,False,False,https://kcn-kkt.com/kcn/kcn-tay-bac,2026-09-10
cac-kcn-dong-nam-dong-phu,Các KCN Đông Nam Đông Phú,dong-nai,Đồng Nai,Huyện Đông Phú,1619,False,False,False,https://kcn-kkt.com/kcn/cac-kcn-dong-nam-dong-phu,2026-09-10
cac-kcn-dong-nam-dong-phu-dong-nai,Các KCN Đông Nam Đông Phú,dong-nai,Đồng Nai,Huyện Đông Phú,2581,False,False,False,https://kcn-kkt.com/kcn/cac-kcn-dong-nam-dong-phu-dong-nai,2026-09-10
cac-kcn-trong-phan-khu-cong-nghiep-trong-kkt,Các KCN trong phân khu công nghiệp trong KKT,dong-nai,Đồng Nai,KKTCK Hoa Lư,1290,False,False,False,https://kcn-kkt.com/kcn/cac-kcn-trong-phan-khu-cong-nghiep-trong-kkt,2026-09-10
cong-ty-co-phan-sonadezi-long-thanh,Công ty Cổ phần Sonadezi Long Thành,dong-nai,Đồng Nai,"KCN Long Thành, xã Tam An, huyện Long Thành, tỉnh Đồng Nai",487,False,False,False,https://kcn-kkt.com/kcn/cong-ty-co-phan-sonadezi-long-thanh,2026-09-10
kcn-agtex-long-binh,KCN Agtex Long Bình,dong-nai,Đồng Nai,Thành phố Biên Hòa,34,False,False,False,https://kcn-kkt.com/kcn/kcn-agtex-long-binh,2026-09-10
kcn-amata-gd1-2-3,"KCN Amata (gd1, 2, 3)",dong-nai,Đồng Nai,"Xã La Ngà, huyện Định Quán",513,False,False,False,https://kcn-kkt.com/kcn/kcn-amata-gd1-2-3,2026-09-10
kcn-amata-mo-rong,KCN Amata Mở rộng,dong-nai,Đồng Nai,Thành phố Biên Hòa,27,False,False,False,https://kcn-kkt.com/kcn/kcn-amata-mo-rong,2026-09-10
kcn-an-phuoc,KCN An Phước,dong-nai,Đồng Nai,"Xã An Phước, huyện Long Thành.",201,False,False,False,https://kcn-kkt.com/kcn/kcn-an-phuoc,2026-09-10
kcn-bau-can-tan-hiep,KCN Bàu Cạn - Tân Hiệp,dong-nai,Đồng Nai,"Xã Long Phước, xã Bàu Cạn, xã Tân Hiệp, huyện Long Thành",2000,False,False,False,https://kcn-kkt.com/kcn/kcn-bau-can-tan-hiep,2026-09-10
kcn-bau-xeo,KCN Bàu Xéo,dong-nai,Đồng Nai,"Xã Sông Trầu, xã Tây Hòa, xã Đồi 61 và Thị trấn Trảng Bom, huyện Trảng Bom",499,False,False,False,https://kcn-kkt.com/kcn/kcn-bau-xeo,2026-09-10
kcn-bac-dong-phu,KCN Bắc Đông Phú,dong-nai,Đồng Nai,Huyện Đông Phú,190,False,False,False,https://kcn-kkt.com/kcn/kcn-bac-dong-phu,2026-09-10
kcn-bac-dong-phu-giai-doan-iii,KCN Bắc Đông Phú - Giai đoạn III,dong-nai,Đồng Nai,Huyện Đông Phú,400,False,False,False,https://kcn-kkt.com/kcn/kcn-bac-dong-phu-giai-doan-iii,2026-09-10
kcn-bac-dong-phu-mo-rong-giai-doan-ii-dong-hoai-214-ha-dong-phu-293-ha,KCN Bắc Đông Phú- Mở rộng giai đoạn II (Đông Hoài 214 ha+ Đông Phú 293 ha),dong-nai,Đồng Nai,TP. Đông Xoài và huyện Đông Phú,317,False,False,False,https://kcn-kkt.com/kcn/kcn-bac-dong-phu-mo-rong-giai-doan-ii-dong-hoai-214-ha-dong-phu-293-ha,2026-09-10
kcn-bau-xeo-2,KCN Bầu Xéo 2,dong-nai,Đồng Nai,Huyện Trảng Bom,380,False,False,False,https://kcn-kkt.com/kcn/kcn-bau-xeo-2,2026-09-10
kcn-becamex-binh-phuoc,KCN Becamex - Bình Phước,dong-nai,Đồng Nai,TX. Chơn Thành,2000,False,False,False,https://kcn-kkt.com/kcn/kcn-becamex-binh-phuoc,2026-09-10
kcn-becamex-binh-phuoc-dong-nai,KCN Becamex-Bình Phước,dong-nai,Đồng Nai,TX. Chơn Thành,450,False,False,False,https://kcn-kkt.com/kcn/kcn-becamex-binh-phuoc-dong-nai,2026-09-10
kcn-bien-hoa-i,KCN Biên Hoà I,dong-nai,Đồng Nai,Thành phố Biên Hoà,335,False,False,False,https://kcn-kkt.com/kcn/kcn-bien-hoa-i,2026-09-10
kcn-bien-hoa-ii,KCN Biên Hoà II,dong-nai,Đồng Nai,Thành phố Biên Hoà,395,False,False,False,https://kcn-kkt.com/kcn/kcn-bien-hoa-ii,2026-09-10
kcn-binh-phuoc,KCN Bình Phước,dong-nai,Đồng Nai,Huyện Đông Phú,500,False,False,False,https://kcn-kkt.com/kcn/kcn-binh-phuoc,2026-09-10
kcn-cam-my,KCN Cẩm Mỹ,dong-nai,Đồng Nai,Huyện Cẩm Mỹ,307,False,False,False,https://kcn-kkt.com/kcn/kcn-cam-my,2026-09-10
kcn-chon-thanh-i,KCN Chơn Thành I,dong-nai,Đồng Nai,TX. Chơn Thành,125,False,True,True,https://kcn-kkt.com/kcn/kcn-chon-thanh-i,2026-09-10
kcn-chon-thanh-ii,KCN Chơn Thành II,dong-nai,Đồng Nai,TX. Chơn Thành,76,False,False,False,https://kcn-kkt.com/kcn/kcn-chon-thanh-ii,2026-09-10
kcn-cong-nghe-cao-long-thanh,KCN Công nghệ cao Long Thành,dong-nai,Đồng Nai,"Xã An Phước, Tam An, huyện Long Thành",410,False,False,False,https://kcn-kkt.com/kcn/kcn-cong-nghe-cao-long-thanh,2026-09-10
kcn-dau-giay,KCN Dầu Giây,dong-nai,Đồng Nai,"Xã Bàu Hàm 2 và xã Xuân Thạnh, huyện Thống Nhất",330,False,False,False,https://kcn-kkt.com/kcn/kcn-dau-giay,2026-09-10
kcn-dau-giay-giai-doan-2,KCN Dâu Giây (Giai đoạn 2),dong-nai,Đồng Nai,Huyện Thống Nhất,145,False,False,False,https://kcn-kkt.com/kcn/kcn-dau-giay-giai-doan-2,2026-09-10
kcn-det-may-nhon-trach,KCN Dệt may Nhơn Trạch,dong-nai,Đồng Nai,"Xã Hiệp Phước, Phước An, huyện Nhơn Trạch",176,False,False,False,https://kcn-kkt.com/kcn/kcn-det-may-nhon-trach,2026-09-10
kcn-dinh-quan,KCN Định Quán,dong-nai,Đồng Nai,"Phường Long Bình, Tp. Biên Hòa.",57,False,False,False,https://kcn-kkt.com/kcn/kcn-dinh-quan,2026-09-10
kcn-dinh-quan-mo-rong,KCN Định Quán (mở rộng),dong-nai,Đồng Nai,Huyện Định Quán,107,False,False,False,https://kcn-kkt.com/kcn/kcn-dinh-quan-mo-rong,2026-09-10
kcn-dong-no,KCN Đông Nơ,dong-nai,Đồng Nai,Huyện Hớn Quản,500,False,False,False,https://kcn-kkt.com/kcn/kcn-dong-no,2026-09-10
kcn-dong-xoai-i,KCN Đông Xoài I,dong-nai,Đồng Nai,TP. Đông Xoài,163,False,False,False,https://kcn-kkt.com/kcn/kcn-dong-xoai-i,2026-09-10
kcn-dong-xoai-ii,KCN Đông Xoài II,dong-nai,Đồng Nai,TP. Đông Xoài,85,False,False,False,https://kcn-kkt.com/kcn/kcn-dong-xoai-ii,2026-09-10
kcn-dong-xoai-iii,KCN Đông Xoài III,dong-nai,Đồng Nai,TP. Đông Xoài,121,False,False,False,https://kcn-kkt.com/kcn/kcn-dong-xoai-iii,2026-09-10
kcn-gia-canh,KCN Gia Canh,dong-nai,Đồng Nai,Huyện Định Quán,192,False,False,False,https://kcn-kkt.com/kcn/kcn-gia-canh,2026-09-10
kcn-giang-dien,KCN Giang Điền,dong-nai,Đồng Nai,Xã Giang Điền; An Viên - huyện Trảng Bom và xã Tam Phước - Tp. Biên Hòa,529,False,False,False,https://kcn-kkt.com/kcn/kcn-giang-dien,2026-09-10
kcn-go-dau,KCN Gò Dầu,dong-nai,Đồng Nai,Huyện Long Thành,182,False,False,False,https://kcn-kkt.com/kcn/kcn-go-dau,2026-09-10
kcn-hang-gon,KCN Hàng Gôn,dong-nai,Đồng Nai,Thành phố Long Khánh,300,False,False,False,https://kcn-kkt.com/kcn/kcn-hang-gon,2026-09-10
